loss
0.003562501398846507
2.9687649657716975e-05
1.3157527973817196e-05
7.4187350946886e-06
4.9660279728414025e-06
3.98717475036392e-06
3.3678800264169695e-06
2.9704476673941826e-06
2.7409573704062495e-06
2.445053041810752e-06
2.3102511477191e-06
2.1598918920062715e-06
2.0728830349980853e-06
1.9400324617890874e-06
1.8989895806953427e-06
1.7865015706775011e-06
1.7400126353095402e-06
1.6863039036252303e-06
1.6059768768172944e-06
1.5901679262242396e-06
